title,content,date,label,news_id
"[게시판] KB증권 '내돈내룰' 캠페인, ICT 어워드 과기부장관상 수상", ▲ KB증권은 18일 'ICT 어워드 코리아 2023'에서 '내돈내룰 캠페인'이 디지털 콘텐츠＆마케팅 부문 통합 ...중략...,20230818,경제/정책,news_17
"원/달러 환율, '숨 고르기'…3.7원 내린 1,338.3원"," (서울=연합뉴스) 임수정 기자 = 18일 원/달러 환율이 하락세로 돌아섰다.  이날 서울 외환시장에서 달러 대비 원화 환율은 전날보다 3.7원 하락한 1,338.3원에 장을 마쳤다.  환율이 하락세로 마감한 것은 지난 7일 이후 8거래일만이 ...중략...",20230818,경제/정책,news_18
"[특징주] 셀트리온그룹주, 순차합병에 변동성 확대…제약은 하락(종합)", (서울=연합뉴스) 홍유담 기자 = 순차 합병 작업에 돌입한 '셀트리온 3형제'의 주가가 18일 나란히 강세를 보이다 셀트리온제약[068760]만 내림세로 돌아서 마치는 등 변동성이 커진 모습을 보였다. 셀트리온제약[068760]과 셀트리온헬스케어[091990]도 개장 직후보다는 오름 폭을 줄인 채 마감했다. 이날 셀트리온의 주가는 전 거래일 대비 4.74% 상승한 15만400원에 거래를 마쳤다. 주가는 개장 직후 9.26% 오른 15만6천900원까지 치솟기도 했 ...중략...,20230818,경제/정책,news_19
"[특징주] 엘앤에프, 하반기 실적 둔화 우려에 7%대 하락(종합)", (서울=연합뉴스) 이민영 기자 = 엘앤에프[066970] 주가가 하반기 실적 우려에 18일 7% 넘게 하락했다. 이날 코스닥시장에서 엘앤에프는 전 거래일  ...중략...,20230818,경제/정책,news_20
"중국, 부동산 위기 속 은행·자산관리사에 규정 위반 벌금", (홍콩=연합뉴스) 윤고은 특파원 = 중국 부동산 위기가 금융권으로 번지는 가운데 중국 당국이 18일 일부 은행과 자산관리사에  ...중략...,20230818,금융,news_21
가상화폐 빚더미에 강도질한 20대 집행유예," (광주=연합뉴스) 박철홍 기자 = 가상화폐 투자 실패로 5천만원의 빚을 지게 되자, 강도와 절도 행각을 이어간 20대가 징역형을 선고받았다. 광주지법 형사11부(고상영 부장판 ...중략...",20230818,금융,news_22
'4천조원' 그림자 금융 위기로 중국 금융불안 수면 위로(종합)," (서울=연합뉴스) 김기성 기자 = 중국에서 '그림자 금융'의 위기에 따라 숨어 있던 금융 불안이 수면 위로 부상했다고 블룸버그통신이 18일 진단했다. 그림자금융은 은행처럼 신용을 창출하면서도 은행과 같은 규제는 받지 않는 금융기업이나 금융상품을 일컫는다. 중국의 그림자 금융 규모는 총 3조 달러(약 4천조원) 수준으로 알려졌다. 블룸버그는 일주일 전만 해도 거의 주목받지 못하던 자산 관리회사 중즈(中植)그룹이 이제는 중국의 취약한 금융의 상징이 됐고 투자자와 기업, 소비자 간 신뢰도 급속히 추락하고 있다며 이같이 전했다. 관리 자산 1조 위안(약 182조원) 이상 규모의 중즈그룹과 함께 계열 신탁회사들은 고객 수천 명에 대한 현금 지급을 중단한 후 집중적인 조사를 받고 있다. 사태가 확산할 수 있는 중대성 탓에 중국 당국은 태스크포스를 구성했고, 중즈그룹은 구조조정을 위해 회계컨설팅사 KPMG와 계약을 맺었다.  ...중략...",20230818,금융,news_23
대전 신협에 강도…3천900만원 빼앗아 달아나(종합2보)," (대전=연합뉴스) 박주영 강수환 기자 = 대전 한 신협에 강도가 침입, 현금을 빼앗은 뒤 달아나 경찰이 추적 중이다.  18일 경찰과 신협 등에 따르면 이날 오전 11시 58분께 서구 관저동 한 신협에 한 남성이 소화기 분말을 뿌리며 들어와 미리 준비한 흉기로 은행 직원을  ...중략...",20230818,금융,news_24
"BNK부산·경남은행, 장기 근무자 70여 명 인사 단행", (부산=연합뉴스) 조정호 기자 = BNK금융그룹 자회사인 부산은행과 경남은행이 장기 근무자를 대상으로 인사를 단행했다. 이번 인사는 경남은행에서 발생한 500억원대 횡령 사건과 관련해 금융사고 재발 방지 차원에서 동일 업무 장기 근무자를 대상으로 전격적으로 이뤄졌다. BNK금융그룹은 18일 오후 ...중략...,20230818,금융,news_25
"'500억대 횡령사고' 경남은행, 내부통제 시스템 혁신한다", (창원=연합뉴스) 김선경 기자 = 최근 500억원대 내부 횡령사고가 적발된 BNK경남은행이 자체 전담팀을 꾸려 내부통제 시스템 혁신에 나섰다. 경남은행은 금융사고 재발방지 대책 마련 및 내부통제 시스템 혁신을 위해 내부통제분석팀을 신설했다고 18일 밝혔다. 은행장 직속 내부통제분석팀은 내 ...중략...,20230818,금융,news_26
국고채 금리 일제히 하락…3년물 연 3.729%, (서울=연합뉴스) 18일 국고채 금리가 일제히 하락했다. 이날 서울 채권시장에서 3년 만기 국고채 금리는 전 거래일보다 5.9bp(1bp=0.01%포인트) 내린 연 3.729%에 장을 마쳤다.  10년물 금리는 연 3.914%로 6 ...중략...,20230818,금융,news_27
"美SEC, '권도형과 공동창업' 신현성 신문 위해 韓협조 요청할 듯"," (서울=연합뉴스) 임상수 기자 = 미국 증권거래위원회(SEC)가 가상화폐 '테라·루나' 폭락사태와 관련, 신현성 테라폼랩스 공동 창업자의 신문을 위해 한국 정부에 협조를 요청할 것으로 보인다고 블룸버그통신이 17일(현지시간) 보도했다. SEC는 신 대표가 총괄대표로 있었던 차이코포레이션에 대한 증거 수집도 함께 추진할 예정이다. 미국 지방법원은 이날 최소 400억 달러(약 53조 원) 상당의 가상화폐 폭락 사기 사건 ...중략...",20230818,금융,news_28
"코스피, 美 금리상승 부담 속 2,500선 턱걸이…기관 연일 매도(종합)"," (서울=연합뉴스) 배영경 기자 = 코스피가 18일 미국 금리 상승에 대한 부담감에 투자심리가 위축돼 하락했지만 2,500선은 가까스로 방어했다. 이날 코스피 종가는 전장보다 15.35포인트(0.61%) 내린 2,504.50으로 집계됐다. 지수는 전장보다 24.67포인트(0.98%) 내린 2,495.18로 출발했으나 낙폭을 크게 키우지 않고 2,500선을 소폭 웃돈 채로 거래를 마쳤다. 유가증권시장에서 외국인과 기관은 각각 652억원, 3천263억원어치를 순매도했다. 특히 기관은 지난 2일부터 이날까지 12거래일 연속 매도 우위를 나타내고 ...중략...",20230818,금융,news_29
외국환시세(8월18일·마감가),(15:30)통 화매매기준율통 화매매기준율미국 달러일본 엔(100)유럽통화단위 유로인도네시아 루피아(100)아랍에미리트 디르함영국 파운드덴 ...중략...,20230818,금융,news_30
대전 신협에 강도…3천900만원 빼앗아 달아나(종합)," (대전=연합뉴스) 박주영 강수환 기자 = 대전 한 신협에 강도가 침입, 현금을 빼앗은 뒤 달아나 경찰이 추적 중이다.  18일 경찰과 신협 등에 따르면 이날 정오께 서구 관저동 한 신협 ...중략...",20230818,금융,news_31
"비트코인, 美 추가 긴축 우려·국채 금리 상승에 6% 급락(종합)", (샌프란시스코=연합뉴스) 김태종 특파원 = 미국의 추가적인 긴축 통화정책 가능성으로 17일(현지시간) 주요 가상화폐가 일제히 큰 폭의 하락세를 보이고 있다. 미국 가상화폐 거래소 코인베이스에 따르면 미 동부 기준 이날 오후 10시 20분(서부 오후 7시 20분) 비트코인 1개당 가격은 24시간 전보다 6.64% 하락한 2만6천650달러(3천559만원)에 거래됐다. 이는 지난 6월 19일 이후 약 두 달여만에 가장 ...중략...,20230818,금융,news_32
글로벌 국채금리 15년 새 최고 수준…미 펀드에 자금 몰려," (서울=연합뉴스) 김기성 기자 = 미국의 금리 인상 우려가 커가면서 글로벌 국채금리가 최근 15년 새 최고 수준으로 오른 것으로 나타났다. 17일(현지시간) 블룸버그통신에 따르면 미국 10년물 국채 수익률은 이날 8bp(1bp=0.01%포인트) 올라 4.33%까지 치솟았다. 5년물 국채와 마찬가지로 지난해 최고치에 근접한 수준이다. 30년물 미국 국채 수익률은 7bp 상승한 4.42%로, 지난달 말 4% 미만 수준을 훨씬 상회했다. 10년물 영국 국채 수익률도 2008년 ...중략...",20230818,금융,news_33
"[게시판] 최현만 미래에셋증권 회장, 마약 근절 캠페인 동참", ▲ 미래에셋증권은 마약 중독의 위험성에 대한 경각심을 고취해 마약 범죄를 예방하자는 취지의 캠페인인 '노 엑시트(NO  ...중략...,20230818,금융,news_34
"하나은행 ""무디스 신용등급, Aa3로 한단계 높아져""", (서울=연합뉴스) 신호경 기자 = 하나은행은 글로벌 신용평가사 무디스(Moody's)로부터 기존 'A1'보다 한 단 ...중략...,20230818,금융,news_35
"헤지펀드업체 ""위안화 약세, 세계 경제에 큰 충격줄 수도"""," (서울=연합뉴스) 차병섭 기자 = 중국 경제 전반에 대한 우려가 커지면서 달러 대비 위안화 가치가 약세를 이어가는 가운데, 위안화 약세가 세계 경제에 큰 충격을 줄 가능성이 있다는 헤지펀드 업체의 주장까지 나오고 있다. 18일 로이터통신에 따르면 헤지펀드 업체 EDL캐피털은 이달 초 투자자 대상 발표에서 역외위안 가치 하락에 베팅하고 있다면서 위안화 약세가 세계 시장을 요동치게 할 다음 '블랙스완'(검은 백조)이 될 수 있다고 평가했다. 블랙스완은 발생할 확률은 매우 낮지만 일단 일어나면 큰 충격을 주는 사건을 가리킨다. 스위스에 기반을 둔 이 업체는 운용자산 규모가 10억 달러(약 1조3천억원) 수준이며, 거시경제 신호에 기반한 투자로 올해 8%가량의 수익률을  ...중략...",20230818,금융,news_36
"""美금융계 이끄는 유대인들 부러워…우리도 젊은 기업 밀어줘야"""," (로스앤젤레스=연합뉴스) 임미나 특파원 = ""미국 금융계를 꽉 잡고 있는 유대인들은 자기들끼리 똘똘 뭉쳐서 서로 끌어주는데, 우리 한국인들은 그런 게 별로 없습니다. 저는 특히 한국의 젊고 재능있는 기업인들을 돕고 싶어서 그 첫발을 내딛게 됐죠."" 제니 주 '코리아 콘퍼런스' 회장은 17일(현지시간) 미국 로스앤젤레스(LA) 베벌리힐스에서 열린 '2023 코리아 콘퍼런스' 행사에서 연합뉴스 기자와 만나 이렇게 말했다. 이날 행사는 주 회장이 한국의 유망 스타트업을 지원하기 위해 비영리법인 '코리아 콘퍼런스'를 지난해 3월 설 ...중략...",20230818,금융,news_37
"연준 위원 ""증시 랠리로 자산가치 상승, 금융 안정 위협 우려""", (서울=연합뉴스) 김영현 기자 = 최근 미국 증시 호황으로 불어난 자산가치가 금융 안정에는 위험 요소가 될 수 있다고 미국 연방준비제도(Fed·연준) 위원들이 판단한 것으로 알려졌다. 18일(현지시간) 블룸버그통신에 따르면 연준 위원들은 지난달 25∼26일 미 연방공개시장위원회(FOMC) 회의에서 이같이 의견을 모았다. 이번 FOMC 의사록은 지난 16일 공개됐다. 회의 참석자들은 자산 가치 상승 압력과 관련한 금융 안정 ...중략...,20230818,금융,news_38
"코스피, 美금리 상승 부담 속 하락…2,500선 안팎 등락(종합)"," (서울=연합뉴스) 배영경 기자 = 코스피가 18일 미국 금리 상승에 대한 부담감에 투자심리가 위축돼 하락해 2,500선 부근에서 등락을 이어가고 있다.  이날 오전 9시 34분 현재 코스피는 전 거래일보다 18.68포인트(0.74%) 하락한 2,501.17이다. 지수는 이날 전장보다 24.67포인트(0.98%) 내린 2,495.18로 개장했으나 낙폭을 더는 키우지 않고 2,500선 부근에서 소폭의 등락을 반복 중이다. 유가증권시장에서 개인과 외국인이 각각 913억원, 158억원어치를 순매수 중이다. 기관 홀로 1천82억원어치를 순매도하고 있다. 기관은 지난 2 ...중략...",20230818,금융,news_39
"증권가 ""셀트리온 합병법인 시총 40조원대…시너지 기대"""," (서울=연합뉴스) 배영경 기자 = 증권가는 18일 셀트리온[068270]과 셀트리온헬스케어[091990]의 합병법인 시가총액이 40조원대일 것으로 추산하면서 시너지 효과를 기대했다. 셀트리온과 셀트리온헬스케어는 전날 공시를 통해 이날 양사 합병 승인에 관한 이사회 결의를 거쳐 셀트리온이 셀트리온헬스케어를 흡수합병한다고 밝혔다. 이는 단계별 합병의 첫 단계로 셀트리온과 셀트리온헬스케어를 우선 합병하고, 이후 셀트리온제약[068760]의 사업 강화를 거쳐 통합 셀트리온과 셀트리온제약의 두 번째 합병을 추진할 계획이다. 증권가 ...중략...",20230818,금융,news_40
"中, 증시 지원책 발표…""28일부터 거래 수수료 인하""(종합)", (홍콩=연합뉴스) 윤고은 특파원 = 중국 경제에 대한 불안이 확산하는 가운데 중국 증권 당국이 18일 증시 지원책을 발표했다.  로이터 통신에 따르면 중국 증권감독관리위원회는 이날 주식 시장을 되살리고 투자자들의 신뢰를 높이기 위한 일련의 조치를 발표하면서 거래 비용을 인하하고 자사주 매입을 지원하며 장기 투자를 도입하겠다고 밝혔다.  또한 주식형 펀드의 개발을 촉진하고 증시 거래 시간의 연장에 대한 연구도 진행하겠다고 덧붙였다. 그러면서 이에 따라 중국 내 증권거래소들은 ...중략...,20230818,증시,news_41
[표] 주간 거래소 외국인 순매수도 상위종목,"(2023-08-14~2023-08-18)(단위:억원, 만주)순매수순매도종목명순매수대금순매수량종목명순매도대금순매도량POSCO홀딩스1,351.824.8LG화학1,302.522.1한미반도체556.2108.2삼성전자우735.3134.3하이브466.2 ...중략...",20230818,증시,news_42
[표] 주간 거래소 기관 순매수도 상위종목,"(2023-08-14~2023-08-18)(단위:억원, 만주)순매수순매도종목명순매수대금순매수량종목명순매도대금순매도량호텔신라369.540.9삼성전자2,854.7426.9삼성전자우311.256.9POSCO홀딩스1,124.520.1LG에너지솔 ...중략...",20230818,증시,news_43
[표] 주간 코스닥 기관 순매수도 상위종목,"(2023-08-14~2023-08-18)(단위:만원, 주)순매수순매도종목명순매수대금순매수량종목명순매도대금순매도량에코프로비엠10,365,520.4337,136.0파두5,064,526.31,262,570.0엘앤에프2,781,055.0127,431.0셀트리온헬스케어4,651,278.3670,776.0에코프로2,726,281.725,899.0레이2,177,826.2789,371.0ISC2 ...중략...",20230818,증시,news_44
[표] 주간 코스닥 외국인 순매수도 상위종목,"(2023-08-14~2023-08-18)(단위:만원, 주)순매수순매도종목명순매수대금순매수량종목명순매도대금순매도량에코프로20,071,510.5187,613.0에코프로비엠14,402,101.0460,027.0아난티1,250,068.11,508,591.0엘앤에프5,971,438.2276,856.0원텍1,116,228.8838,472.0JYP Ent.5,139,346.3446,391.0파마 ...중략...",20230818,증시,news_45
"中, 증시 지원책 발표…""28일부터 거래 수수료 인하""", (홍콩=연합뉴스) 윤고은 특파원 = 중국 경제에 대한 불안이 확산하는 가운데 중국 증권 당국이 18일 증시 지원책을 발표했다.  로이터 통신에 따르면 중국 증권감독관리위원회는 이날 주식 ...중략...,20230818,증시,news_46
'4천조원' 그림자 금융 위기로 중국 금융불안 수면 위로," (서울=연합뉴스) 김기성 기자 = 그림자 금융의 위기에 따라 숨어 있던 중국의 금융 불안이 수면 위로 부상했다고 블룸버그통신이 18일 보도했다. 그림자금융은 은행처럼 신용을 창출하면서도 은행과 같은 규제는 받지 않는 금융기업이나 금융상품을 일컫는다. 중국의 그림자 금융 규모는 3조달러 (약 4천조원) 수준으로 알려졌다. 블룸버그는 일주일 전만 해도 거의 주목받지 못하던 자산 관리회사 중즈(中植)그룹이 이제는 중국의 취약한 금융의 상징이 됐고 투자자와 기업, 소비자 간 신뢰도 급속히 추락하고 있다며 이같이 전했다. 1조 위안(182조원) 이상 규모의 중즈그룹과 함께 계열 신탁회사들은 고객 수천 명에 대한 현금 지급을 ...중략...",20230818,증시,news_47
[표] 코스피 지수선물·옵션 시세표(18일)-2,"◇개별주식선물(단위:원,계약)종목명시가종가전일대비거래량삼성전자 F 202309 ( 10)6620066600-500998924SK텔레콤 F 202309 ( 10)4720047200-2007390POSCO 홀딩 F 202309 ( 10)552000548000-900051298KT F 202309 ( 10)322003265045020827한국전력 F 202309 ( 10)1815018020-18031069현대차 F 202309 ( 10)183700186600130030671삼성증권 F 202309 ( 10)3610036450502728신한지주 F 202309 ( 10)347503480010035369기아 F 202309 ( 10)776007860010035507현대모비스 F 202309 ( 10)228000228500-15004794삼성SDI F 202309 ( 10)600000600000-110006096삼성전기 F 202309 ( 10)14190014430040019152LG전자 F 202309 ( 10)9870098400-170027792한국가스 F 202309 ( 10)2405024100-2001460현대제철 F 202309 ( 10)3445034150-50017494LG F 202309 ( 10)8010079400-14001910GS F 202309 ( 10)3745037550-1002889케이티앤지 F 202309 ( 10)84700856006003464HD한국조선 F 202309 ( 10)11180011380011009618하나지주 F 202309 ( 10)3795037700-50033482SK이노베이 F 202309 ( 10)*178400173900-550024470CJ F 202309 ( 10)7130070100-22003914LGD F 202309 ( 10)1325013190-28032246KB금융 F 202309 ( 10)518005190010026538LG화학 F 202309 ( 10)578000570000-160007706미래에셋증 F 202309 ( 10)66306570-13038321HD현대인프 F 202309 ( 10)1002010090-8019721SK하이닉스 F 202309 ( 10)1133001174001900326862GS건설 F 202309 ( 10)1384013800-6020005이마트 F 202309 ( 10)7160071300-8003791한국타이어 F 202309 ( 10)38850398006503591NAVER F 202309 ( 10)215000212500-700033672대한항공 F 202309 ( 10)2370023600-45020856LG유플러스 F 202309 ( 10)1020010250-1015563S-Oil F 202309 ( 10)73600734006004950고려아연 F 202309 ( 10)467500468000-5500907기업은행 F 202309 ( 10)1035010440-106442대상 F 202309 ( 10)17870180601902933포스코인터 F 202309 ( 10)8540081600-540015 ...중략...",20230818,증시,news_48
[표] 코스피 지수선물·옵션 시세표(18일)-3,"◇주가지수옵션(C:콜옵션,P:풋옵션)(단위:포인트,계약)종목명시가종가전일대비거래량코스피200 C 202309 317.511.8513.30-1.1539코스피200 C 202309 320.010.0011.50-0.9587코스피200 C 202309 322.59.659.20-1.25161코스피200 C 202309 325.06.887.39-1.3 ...중략...",20230818,증시,news_49
[표] 코스피 지수선물·옵션 시세표(18일)-1,"◇주가지수선물 (단위:포인트,계약)종목명시가종가전일대비거래량KOSPI 200326.90328.42-1.81116375코스피200 F ...중략...",20230818,증시,news_50
"포스코, 인도네시아 계열사 주식 8천881억원에 취득…지분율 50%", (서울=연합뉴스) 코스피 상장사 포스코홀딩스[005490]는 종속회사인 포스코가 인도네시아의 철강재 생산과 판매 등 계열사(PT.Krakatau POSCO)의  ...중략...,20230818,증시,news_51
"코스피, 美 금리상승 부담 속 2,500선 턱걸이…기관 연일 매도(종합)"," (서울=연합뉴스) 배영경 기자 = 코스피가 18일 미국 금리 상승에 대한 부담감에 투자심리가 위축돼 하락했지만 2,500선은 가까스로 방어했다. 이날 코스피 종가는 전장보다 15.35포인트(0.61%) 내린 2,504.50으로 집계됐다. 지수는 전장보다 24.67포인트(0.98%) 내린 2,495.18로 출발했으나 낙폭을 크게 키우지 않고 2,500선을 소폭 웃돈 채로 거래를 마쳤다. 유가증권시장에서 외국인과 기관은 각각 652억원, 3천263억원어치를 순매도했다. 특히 기관은 지난 2일부터 이날까지 12거래일 연속 매도 우위를 나타내고 ...중략...",20230818,증시,news_52
